id,department_id,slug,name
15680,70,soustons,Soustons
29348,101,sigy-le-chatel,Sigy-le-chatel
27674,97,drachenbronn-birlenbach,Drachenbronn-birlenbach
26617,95,gedre,Gedre
22624,88,varennes-les-narcy,Varennes-les-narcy
17929,78,fage-montivernoux,La fage-montivernoux
6838,49,eyrein,Eyrein
14413,68,saint-arey,Saint-arey
2250,37,lanas,Lanas
31469,107,courpalay,Courpalay
11466,60,serviers-et-labaume,Serviers-et-labaume
9949,57,martot,Martot
2426,37,saint-laurent-les-bains,Saint-laurent-les-bains
5531,46,criteuil-la-magdeleine,Criteuil-la-magdeleine
14562,68,luzinay,Luzinay
3813,41,fournes-cabardes,Fournes-cabardes
17942,78,bastide-puylaurent,La bastide-puylaurent
29375,101,curtil-sous-burnand,Curtil-sous-burnand
20909,85,juvigny-sur-loison,Juvigny-sur-loison
5332,45,pailherols,Pailherols
15013,69,vaux-sur-poligny,Vaux-sur-poligny
11750,61,alan,Alan
28795,100,corbenay,Corbenay
15883,71,marcilly-en-gault,Marcilly-en-gault
7855,52,malhoure,La malhoure
19902,82,chambroncourt,Chambroncourt
22723,89,fletre,Fletre
16100,72,malleval,Malleval
13118,64,villetelle-34,Villetelle
36142,125,us,Us
35879,121,torfou-91,Torfou
9039,55,gouhelans,Gouhelans
6836,49,latronche,Latronche
31186,107,saint-germain-sous-doue,Saint-germain-sous-doue
24963,92,villers-les-cagnicourt,Villers-les-cagnicourt
27828,98,fellering,Fellering
27850,98,romagny-68,Romagny
35531,119,charmoy-89,Charmoy
4791,44,cricqueville-en-bessin,Cricqueville-en-bessin
10342,57,saint-philbert-sur-risle,Saint-philbert-sur-risle
8124,53,masbaraud-merignat,Masbaraud-merignat
4954,44,brouay,Brouay
11485,60,vezenobres,Vezenobres
20983,85,rouvrois-sur-othain,Rouvrois-sur-othain
26475,95,maubourguet,Maubourguet
30927,106,vattetot-sur-mer,Vattetot-sur-mer
31502,107,vaux-sur-lunain,Vaux-sur-lunain
36080,125,lassy-95,Lassy
27339,97,gumbrechtshoffen,Gumbrechtshoffen
20540,84,joudreville,Joudreville
8729,54,saint-pierre-de-frugie,Saint-pierre-de-frugie
8073,53,royere-de-vassiviere,Royere-de-vassiviere
30227,104,meythet,Meythet
3316,40,saint-martin-de-bossenay,Saint-martin-de-bossenay
15779,71,pray,Pray
34431,116,marigny-brizay,Marigny-brizay
32465,110,picquigny,Picquigny
36371,5974,erone,Erone
10404,57,farceaux,Farceaux
24816,92,aubrometz,Aubrometz
32647,110,candas,Candas
4225,42,nauviale,Nauviale
30353,104,juvigny-74,Juvigny
35552,119,courgis,Courgis
2524,38,regniowez,Regniowez
28875,100,franchevelle,Franchevelle
1995,36,andon,Andon
28963,101,briant,Briant
30002,103,lescheraines,Lescheraines
13927,66,saint-pierre-de-jards,Saint-pierre-de-jards
15207,69,coiserette,Coiserette
11333,60,barjac-30,Barjac
3128,39,herm-09,L'herm
8689,54,monsaguel,Monsaguel
19173,81,sermaize-les-bains,Sermaize-les-bains
15385,69,chisseria,Chisseria
22820,89,thun-l-eveque,Thun-l'eveque
33090,111,lisle-sur-tarn,Lisle-sur-tarn
18839,80,saint-germain-de-varreville,Saint-germain-de-varreville
25152,92,coyecques,Coyecques
20819,84,vathimenil,Vathimenil
5289,45,narnhac,Narnhac
23783,90,grandvillers-aux-bois,Grandvillers-aux-bois
4959,44,ranville,Ranville
36247,5973,valle-di-mezzana,Valle-di-mezzana
4264,42,espalion,Espalion
31004,106,villy-sur-yeres,Villy-sur-yeres
35078,118,villouxel,Villouxel
26143,94,abere,Abere
33386,112,saint-etienne-de-tulmont,Saint-etienne-de-tulmont
11496,60,castelnau-valence,Castelnau-valence
494,32,fontaine-les-clercs,Fontaine-les-clercs
9094,55,gondenans-montby,Gondenans-montby
5655,46,agris,Agris
30181,104,marlens,Marlens
1541,33,montvicq,Montvicq
8214,53,ahun,Ahun
7064,51,vic-sous-thil,Vic-sous-thil
27358,97,riedseltz,Riedseltz
28849,100,clairegoutte,Clairegoutte
18672,80,rozel,Le rozel
5173,44,acqueville-14,Acqueville
17011,75,morville-en-beauce,Morville-en-beauce
6073,47,chaunac,Chaunac
3946,41,bagnoles,Bagnoles
16216,72,gresle,La gresle
12226,62,montpezat-32,Montpezat
30416,104,saint-felix-74,Saint-felix
30384,104,orcier,Orcier
22813,89,loos,Loos
32912,110,saint-leger-les-authie,Saint-leger-les-authie
20905,85,couvertpuis,Couvertpuis
5898,47,trizay,Trizay
20199,83,saint-pierre-des-nids,Saint-pierre-des-nids
10367,57,breteuil-27,Breteuil
7282,51,vic-de-chassenay,Vic-de-chassenay
34934,118,mazirot,Mazirot
32627,110,brutelles,Brutelles
35620,120,lamadeleine-val-des-anges,Lamadeleine-val-des-anges
33732,114,saint-pierre-de-vassols,Saint-pierre-de-vassols
2937,39,montgaillard-09,Montgaillard
23566,90,oudeuil,Oudeuil
20272,83,chalons-du-maine,Chalons-du-maine
30935,106,saint-denis-le-thiboult,Saint-denis-le-thiboult
22965,89,gravelines,Gravelines
12996,63,izon,Izon
19172,81,conflans-sur-seine,Conflans-sur-seine
14323,67,saint-jean-saint-germain,Saint-jean-saint-germain
25250,92,lapugnoy,Lapugnoy
6971,51,jailly-les-moulins,Jailly-les-moulins
34808,118,ortoncourt,Ortoncourt
15713,70,poyartin,Poyartin
10662,58,thivars,Thivars
17505,76,flaujac-poujols,Flaujac-poujols
27576,97,herrlisheim,Herrlisheim
33961,115,peault,Peault
1383,33,nassigny,Nassigny
28267,99,saint-lager,Saint-lager
28384,100,chargey-les-port,Chargey-les-port
28003,98,michelbach-le-bas,Michelbach-le-bas
17903,78,canourgue,La canourgue
33198,111,moulin-mage,Moulin-mage
27734,98,urbes,Urbes
28858,100,augicourt,Augicourt
29915,103,verneil,Le verneil
4498,43,mouries,Mouries
23276,89,oudezeele,Oudezeele
26352,94,briscous,Briscous
31576,107,bourron-marlotte,Bourron-marlotte
7551,51,saint-didier-21,Saint-didier
4193,42,montrozier,Montrozier
6620,48,orcenais,Orcenais
3947,41,bouisse,Bouisse
27398,97,entzheim,Entzheim
17789,77,saint-sylvestre-sur-lot,Saint-sylvestre-sur-lot
21946,87,klang,Klang
7907,52,dinan,Dinan
32740,110,yonval,Yonval
16073,72,saint-andre-d-apchon,Saint-andre-d'apchon
23307,89,pitgam,Pitgam
14424,68,lentiol,Lentiol
19776,82,malaincourt-sur-meuse,Malaincourt-sur-meuse
31145,106,grigneuseville,Grigneuseville
16574,73,arlet,Arlet
19028,81,mancy,Mancy
4332,42,centres,Centres
33582,113,mazaugues,Mazaugues
902,32,cuiry-les-chaudardes,Cuiry-les-chaudardes
5183,44,tordouet,Tordouet
29074,101,motte-saint-jean,La motte-saint-jean
26688,95,bonnefont,Bonnefont
2113,37,dompnac,Dompnac
21766,87,florange,Florange
8372,54,comberanche-et-epeluche,Comberanche-et-epeluche
13738,65,lanhelin,Lanhelin
7353,51,saint-martin-du-mont-21,Saint-martin-du-mont
32160,109,maisontiers,Maisontiers
17125,75,labrosse,Labrosse
12209,62,monblanc,Monblanc
14737,68,villard-reculas,Villard-reculas
8759,54,saint-paul-la-roche,Saint-paul-la-roche
16477,73,pinols,Pinols
21691,87,foulcrey,Foulcrey
25345,92,conteville-les-boulogne,Conteville-les-boulogne
5713,46,chavenat,Chavenat
21194,85,thonne-les-pres,Thonne-les-pres
16652,74,remaudiere,La remaudiere
1444,33,chavroches,Chavroches
12930,63,saint-laurent-des-combes-33,Saint-laurent-des-combes
18757,80,ponts,Ponts
21075,85,moirey-flabas-crepion,Moirey-flabas-crepion
10351,57,eturqueraye,Eturqueraye
21765,87,varize-57,Varize
27720,98,heimsbrunn,Heimsbrunn
22497,88,asnan,Asnan
3479,40,plaines-saint-lange,Plaines-saint-lange
4893,44,maizet,Maizet
31361,107,noyen-sur-seine,Noyen-sur-seine
10551,58,montlandon,Montlandon
13533,65,saint-jean-sur-vilaine,Saint-jean-sur-vilaine
29604,102,chahaignes,Chahaignes
16805,74,temple-de-bretagne,Le temple-de-bretagne
17879,78,saint-denis-en-margeride,Saint-denis-en-margeride
33819,114,velleron,Velleron
6001,47,lonzac-17,Lonzac
22650,88,chatin,Chatin
30859,106,bretteville-du-grand-caux,Bretteville-du-grand-caux
14881,69,hautecour-39,Hautecour
11109,59,benodet,Benodet
12186,62,lourties-monbrun,Lourties-monbrun
9931,57,saint-martin-du-tilleul,Saint-martin-du-tilleul
15259,69,montholier,Montholier
13115,64,lunas-34,Lunas
33263,111,assac,Assac
3476,40,villiers-le-bois,Villiers-le-bois
34275,116,chalais-86,Chalais
6353,47,saint-ouen-d-aunis,Saint-ouen-d'aunis
9726,56,lesches-en-diois,Lesches-en-diois
33371,112,montagudet,Montagudet
30867,106,parc-d-anxtot,Parc-d'anxtot
21957,87,hayange,Hayange
11677,61,baziege,Baziege
5928,47,arthenac,Arthenac
29668,102,saint-germain-sur-sarthe,Saint-germain-sur-sarthe
4207,42,tremouilles,Tremouilles
7537,51,source-seine,Source-seine
9501,56,cornillon-sur-l-oule,Cornillon-sur-l'oule
28071,99,affoux,Affoux
27888,98,saint-hippolyte-68,Saint-hippolyte
24499,91,madeleine-bouvet,La madeleine-bouvet
36634,5129,bellefontaine,Bellefontaine
23135,89,orchies,Orchies
11418,60,junas,Junas
14920,69,hays,Les hays
20977,85,ippecourt,Ippecourt
24738,92,boiry-saint-martin,Boiry-saint-martin
3981,41,villemoustaussou,Villemoustaussou
15902,71,conan,Conan
4248,42,peux-et-couffouleux,Peux-et-couffouleux
22804,89,beaumont-en-cambresis,Beaumont-en-cambresis
22380,88,vitry-lache,Vitry-lache
6337,47,montils-17,Montils
15584,70,luglon,Luglon
13670,65,baille,Baille
3001,39,pech,Pech
11223,60,saint-paulet-de-caisson,Saint-paulet-de-caisson
11144,59,quemeneven,Quemeneven
27756,98,ligsdorf,Ligsdorf
14416,68,verpilliere,La verpilliere
28109,99,haies,Les haies
4943,44,saint-pierre-tarentaine,Saint-pierre-tarentaine
13974,66,poulaines,Poulaines
26140,94,assat,Assat
5947,47,barzan,Barzan
28447,100,avrigney-virey,Avrigney-virey
2752,38,rubigny,Rubigny
27168,97,daubensand,Daubensand
8534,54,peyzac-le-moustier,Peyzac-le-moustier
26857,95,bagneres-de-bigorre,Bagneres-de-bigorre
28576,100,bougey,Bougey
16736,74,rouans,Rouans
22793,89,jolimetz,Jolimetz
26915,95,dours,Dours
26127,94,saint-palais-64,Saint-palais
9944,57,neuville-sur-authou,Neuville-sur-authou
17314,76,cieurac,Cieurac
25895,93,saint-martin-d-ollieres,Saint-martin-d'ollieres
30568,106,virville,Virville
25323,92,bois-bernard,Bois-bernard
18094,79,parcay-les-pins,Parcay-les-pins
20760,84,bruley,Bruley
31531,107,rochette-77,La rochette
30959,106,saint-maclou-la-briere,Saint-maclou-la-briere
22211,87,rezonville,Rezonville
16004,71,montils-41,Les montils
19398,81,oger,Oger
21988,87,fenetrange,Fenetrange
14515,68,sappey-en-chartreuse,Le sappey-en-chartreuse
21510,86,kergrist,Kergrist
22846,89,berelles,Berelles
21586,86,guern,Guern
6411,48,croisy,Croisy
160,31,sainte-euphemie,Sainte-euphemie
27547,97,dieffenbach-les-woerth,Dieffenbach-les-woerth
12351,62,seysses-saves,Seysses-saves
34459,117,isle,Isle
572,32,saint-clement-02,Saint-clement
10585,58,ardelles,Ardelles
21004,85,ville-en-woevre,Ville-en-woevre
10271,57,haye-de-routot,La haye-de-routot
6775,49,rilhac-xaintrie,Rilhac-xaintrie
14885,69,thoirette,Thoirette
21933,87,arry-57,Arry
10235,57,saint-germain-village,Saint-germain-village
35793,121,dannemois,Dannemois
34753,118,dombrot-le-sec,Dombrot-le-sec
8520,54,lanquais,Lanquais
8288,54,sencenac-puy-de-fourches,Sencenac-puy-de-fourches
11510,60,thoiras,Thoiras
12123,62,moncassin,Moncassin
11232,60,angles-30,Les angles
21632,86,forges-56,Les forges
31077,106,saint-vaast-d-equiqueville,Saint-vaast-d'equiqueville
9397,55,grangettes,Les grangettes
27573,97,hengwiller,Hengwiller
19321,81,villers-en-argonne,Villers-en-argonne
14700,68,saint-sauveur-38,Saint-sauveur
28988,101,torcy-71,Torcy
12229,62,betplan,Betplan
4736,44,saint-aubin-sur-mer-14,Saint-aubin-sur-mer
5993,47,dampierre-sur-boutonne,Dampierre-sur-boutonne
12897,63,lartigue-33,Lartigue
24413,91,banvou,Banvou
34876,118,frapelle,Frapelle
7210,51,montmancon,Montmancon
12993,63,saint-seurin-de-bourg,Saint-seurin-de-bourg
4063,41,peyriac-de-mer,Peyriac-de-mer
29697,102,chevain,Le chevain
3870,41,homps-11,Homps
32944,110,meaulte,Meaulte
27382,97,zehnacker,Zehnacker
13218,64,thezan-les-beziers,Thezan-les-beziers
11328,60,pin-30,Le pin
25374,92,blendecques,Blendecques
35407,119,chemilly-sur-serein,Chemilly-sur-serein
12584,63,cerons,Cerons
21018,85,belrain,Belrain
4462,43,aubagne,Aubagne
19180,81,minaucourt-le-mesnil-les-hurlus,Minaucourt-le-mesnil-les-hurlus
35397,119,theil-sur-vanne,Theil-sur-vanne
33398,112,bressols,Bressols
18600,80,magneville,Magneville
36653,5130,saint-elie,Saint-elie
2642,38,saint-aignan-08,Saint-aignan
14223,67,mosnes,Mosnes
26153,94,bugnein,Bugnein
17987,78,cassagnas,Cassagnas
30919,106,sept-meules,Sept-meules
8265,53,dun-le-palestel,Dun-le-palestel
7568,51,curley,Curley
8767,54,saint-sauveur-lalande,Saint-sauveur-lalande
23204,89,marcq-en-baroeul,Marcq-en-baroeul
19243,81,val-de-viere,Val-de-viere
13574,65,tremblay-35,Tremblay
13722,65,saint-marc-sur-couesnon,Saint-marc-sur-couesnon
22996,89,bruille-lez-marchiennes,Bruille-lez-marchiennes
11265,60,sanilhac-sagries,Sanilhac-sagries
5833,46,montchaude,Montchaude
27121,96,villelongue-dels-monts,Villelongue-dels-monts
29689,102,saint-georges-du-rosay,Saint-georges-du-rosay
7980,52,cohiniac,Cohiniac
33965,115,rabateliere,La rabateliere
33180,111,lacabarede,Lacabarede
11488,60,saint-laurent-de-carnols,Saint-laurent-de-carnols
19239,81,cernon-51,Cernon
5857,46,vervant-16,Vervant
12124,62,clermont-pouyguilles,Clermont-pouyguilles
145,31,souclin,Souclin
7825,52,collinee,Collinee
21654,87,guinzeling,Guinzeling
17777,77,villeton,Villeton
9943,57,saint-aubin-du-thenney,Saint-aubin-du-thenney
20559,84,port-sur-seille,Port-sur-seille
11345,60,malons-et-elze,Malons-et-elze
9020,55,geneuille,Geneuille
23081,89,pecquencourt,Pecquencourt
27343,97,stotzheim,Stotzheim
21913,87,entrange,Entrange
34814,118,martigny-les-gerbonvaux,Martigny-les-gerbonvaux
4951,44,cabourg,Cabourg
15972,71,saint-viatre,Saint-viatre
9468,56,chantemerle-les-bles,Chantemerle-les-bles
36528,5974,penta-di-casinca,Penta-di-casinca
29995,103,billieme,Billieme
33154,111,dourgne,Dourgne
26371,94,berenx,Berenx
7229,51,bouilland,Bouilland
35192,119,maillot,Maillot
7886,52,plouvara,Plouvara
34279,116,benassay,Benassay
20032,83,marcille-la-ville,Marcille-la-ville
3192,39,salsein,Salsein
5369,45,marmanhac,Marmanhac
36541,5974,bisinchi,Bisinchi
28318,99,aigueperse-69,Aigueperse
25296,92,tollent,Tollent
10724,58,ymonville,Ymonville
15463,70,mano,Mano
11182,60,corconne,Corconne
7523,51,bressey-sur-tille,Bressey-sur-tille
32468,110,ercheu,Ercheu
540,32,lierval,Lierval
35766,121,boigneville,Boigneville
24495,91,ommoy,Ommoy
17063,75,erceville,Erceville
11891,61,saint-medard-31,Saint-medard
18554,80,flamanville-50,Flamanville
30679,106,servaville-salmonville,Servaville-salmonville
34939,118,zincourt,Zincourt
21110,85,saint-germain-sur-meuse,Saint-germain-sur-meuse
9180,55,cademene,Cademene
18410,80,haye-d-ectot,La haye-d'ectot
10030,57,barc,Barc
33489,112,verfeil-82,Verfeil
9030,55,mesmay,Mesmay
33522,112,sauveterre-82,Sauveterre
17920,78,salelles-48,Les salelles
9144,55,montbeliard,Montbeliard
2829,38,mars-sous-bourcq,Mars-sous-bourcq
10261,57,cauverville-en-roumois,Cauverville-en-roumois
28103,99,bibost,Bibost
30156,104,faucigny,Faucigny
14433,68,badinieres,Badinieres
20612,84,hatrize,Hatrize
23304,89,wavrechain-sous-denain,Wavrechain-sous-denain
26525,95,siarrouy,Siarrouy
23188,89,sars-et-rosieres,Sars-et-rosieres
11004,59,gouesnou,Gouesnou
2355,37,lachamp-raphael,Lachamp-raphael
14314,67,saint-nicolas-des-motets,Saint-nicolas-des-motets
29856,103,bois-73,Le bois
32830,110,mericourt-sur-somme,Mericourt-sur-somme
4532,44,vieux-fume,Vieux-fume
6713,49,clergoux,Clergoux
8857,55,arc-sous-cicon,Arc-sous-cicon
13729,65,saint-uniac,Saint-uniac
5468,45,montboudif,Montboudif
28107,99,lantignie,Lantignie
32226,109,crezieres,Crezieres
20190,83,couptrain,Couptrain
35607,120,belfort,Belfort
31122,106,ronchois,Ronchois
21881,87,waldweistroff,Waldweistroff
1750,34,curbans,Curbans
18744,80,chef-du-pont,Chef-du-pont
6856,49,beynat,Beynat
2436,38,nouart,Nouart
5408,45,chaliers,Chaliers
7401,51,larrey,Larrey
19716,82,noncourt-sur-le-rongeant,Noncourt-sur-le-rongeant
640,32,macogny,Macogny
10289,57,mesnil-sous-vienne,Mesnil-sous-vienne
22249,87,fraquelfing,Fraquelfing
18052,79,cerqueux-sous-passavant,Les cerqueux-sous-passavant
20937,85,lissey,Lissey
26129,94,louvie-juzon,Louvie-juzon
22662,88,fachin,Fachin
15666,70,maurrin,Maurrin
6995,51,menessaire,Menessaire
26535,95,agos-vidalos,Agos-vidalos
11258,60,anduze,Anduze
21157,85,halles-sous-les-cotes,Halles-sous-les-cotes
4886,44,tourneur,Le tourneur
29551,102,joue-en-charnie,Joue-en-charnie
21240,85,cunel,Cunel
20749,84,trieux,Trieux
23530,90,meru,Meru
11429,60,vissec,Vissec
33512,112,barthes,Les barthes
16975,75,vieilles-maisons-sur-joudry,Vieilles-maisons-sur-joudry
19875,82,richebourg-52,Richebourg
33435,112,saint-loup-82,Saint-loup
15030,69,moissey,Moissey
10667,58,fresnay-le-gilmert,Fresnay-le-gilmert
24983,92,fauquembergues,Fauquembergues
24286,91,bursard,Bursard
17716,77,rives-47,Rives
33599,113,sillans-la-cascade,Sillans-la-cascade
34100,115,orbrie,L'orbrie
25327,92,beaufort-blavincourt,Beaufort-blavincourt
18318,79,jallais,Jallais
13279,64,saint-etienne-estrechoux,Saint-etienne-estrechoux
8271,53,saint-georges-la-pouge,Saint-georges-la-pouge
6275,47,soulignonne,Soulignonne
14860,68,chantesse,Chantesse
23047,89,uxem,Uxem
23325,89,poix-du-nord,Poix-du-nord
10832,58,sainte-gemme-moronval,Sainte-gemme-moronval
17825,77,fongrave,Fongrave
23590,90,villembray,Villembray
14350,68,colombe-38,Colombe
17632,77,bruch,Bruch
7040,51,billey,Billey
25095,92,blangerval-blangermont,Blangerval-blangermont
22382,88,couloutre,Couloutre
21917,87,lindre-basse,Lindre-basse
1826,35,monetier-les-bains,Le monetier-les-bains
19358,81,breuil-51210,Le breuil
35107,118,neufchateau,Neufchateau
16159,72,saint-martin-lestra,Saint-martin-lestra
19453,81,jonquery,Jonquery
8679,54,monsac,Monsac
33530,112,verlhac-tescou,Verlhac-tescou
24851,92,merlimont,Merlimont
8,31,corcelles,Corcelles
32232,109,brieuil-sur-chize,Brieuil-sur-chize
33063,111,taïx,Taix
27419,97,wisches,Wisches
23892,90,tourly,Tourly
9990,57,voiscreville,Voiscreville
4531,44,authieux-sur-calonne,Les authieux-sur-calonne
29553,102,saint-mars-sous-ballon,Saint-mars-sous-ballon
24025,90,attichy,Attichy
26636,95,uz,Uz
1057,32,villers-helon,Villers-helon
27962,98,rimbachzell,Rimbachzell
8934,55,frasne,Frasne
33990,115,givrand,Givrand
464,32,logny-les-aubenton,Logny-les-aubenton
30917,106,ymare,Ymare
34855,118,anould,Anould
22085,87,laquenexy,Laquenexy
1200,32,wimy,Wimy
1629,34,escale,L'escale
10349,57,sancourt-27,Sancourt
17076,75,trinay,Trinay
2343,37,gravieres,Gravieres
26652,95,bonnemazon,Bonnemazon
35905,122,clamart,Clamart
590,32,cierges,Cierges
30890,106,maulevrier-sainte-gertrude,Maulevrier-sainte-gertrude
14080,67,braye-sur-maulne,Braye-sur-maulne
28907,101,montceaux-l-etoile,Montceaux-l'etoile
27605,97,allenwiller,Allenwiller
35670,120,foussemagne,Foussemagne
15651,70,herre,Herre
563,32,festieux,Festieux
677,32,neuilly-saint-front,Neuilly-saint-front
34797,118,plainfaing,Plainfaing
13324,64,saint-bauzille-de-putois,Saint-bauzille-de-putois
6178,47,mortiers-17,Mortiers
21550,86,lanouee,Lanouee
10137,57,saint-germain-des-angles,Saint-germain-des-angles
34392,116,mauprevoir,Mauprevoir
8107,53,saint-oradoux-pres-crocq,Saint-oradoux-pres-crocq
2391,37,vagnas,Vagnas
5105,44,saint-germain-de-livet,Saint-germain-de-livet
13799,65,chateaubourg-35,Chateaubourg
29402,101,santilly-71,Santilly
21041,85,horville-en-ornois,Horville-en-ornois
21417,86,erdeven,Erdeven
25446,93,cunlhat,Cunlhat
5991,47,consac,Consac
32844,110,poix-de-picardie,Poix-de-picardie
33370,112,saint-vincent-82,Saint-vincent
8292,54,pomport,Pomport
34335,116,lauthiers,Lauthiers
18327,79,forges-49,Forges
3998,41,pradelles-cabardes,Pradelles-cabardes
30094,103,feissons-sur-isere,Feissons-sur-isere
2740,38,singly,Singly
17670,77,samazan,Samazan
24897,92,saint-folquin,Saint-folquin
29134,101,grande-verriere,La grande-verriere
33619,113,arcs,Les arcs
24026,90,martincourt-60,Martincourt
5420,45,bassignac,Bassignac
17934,78,saint-martin-de-lansuscle,Saint-martin-de-lansuscle
22407,88,saint-malo-en-donziois,Saint-malo-en-donziois
16629,74,saint-herblain,Saint-herblain
31933,108,saint-martin-la-garenne,Saint-martin-la-garenne
9741,56,batie-rolland,La batie-rolland
29576,102,auvers-le-hamon,Auvers-le-hamon
1576,34,forcalquier,Forcalquier
11810,61,venerque,Venerque
19000,81,sogny-en-l-angle,Sogny-en-l'angle
6102,47,marsais,Marsais
35591,119,saint-denis-sur-ouanne,Saint-denis-sur-ouanne
22674,88,lamenay-sur-loire,Lamenay-sur-loire
24506,91,menil-gondouin,Menil-gondouin
19939,82,poinsenot,Poinsenot
15095,69,belmont-39,Belmont
12642,63,ladaux,Ladaux
27371,97,monswiller,Monswiller
15882,71,saint-lubin-en-vergonnois,Saint-lubin-en-vergonnois
14569,68,corbelin,Corbelin
24964,92,avroult,Avroult
31263,107,saint-thibault-des-vignes,Saint-thibault-des-vignes
29269,101,palleau,Palleau
2838,38,villers-semeuse,Villers-semeuse
14505,68,grenoble,Grenoble
33624,113,rougiers,Rougiers
8891,55,grand-combe-des-bois,Grand'combe-des-bois
4319,42,combret,Combret
23930,90,montmartin,Montmartin
32972,110,pissy,Pissy
9940,57,routot,Routot
2198,37,arcens,Arcens
36558,5974,poggio-mezzana,Poggio-mezzana
22929,89,hazebrouck,Hazebrouck
36084,125,villaines-sous-bois,Villaines-sous-bois
35695,120,florimont,Florimont
25745,93,heume-l-eglise,Heume-l'eglise
4267,42,riviere-sur-tarn,Riviere-sur-tarn
17260,76,lacapelle-cabanac,Lacapelle-cabanac
34776,118,portieux,Portieux
1309,33,braize,Braize
18682,80,omonville-la-petite,Omonville-la-petite
9820,57,roncenay-authenay,Le roncenay-authenay
30319,104,val-de-fier,Val-de-fier
11051,59,cleder,Cleder
4227,42,anglars-saint-felix,Anglars-saint-felix
18467,80,lithaire,Lithaire
11706,61,blagnac,Blagnac
8057,53,mansat-la-courriere,Mansat-la-courriere
33809,114,beaumont-du-ventoux,Beaumont-du-ventoux
17238,76,sauliac-sur-cele,Sauliac-sur-cele
32085,109,romans-79,Romans
27300,97,osthouse,Osthouse
29271,101,martailly-les-brancion,Martailly-les-brancion
18185,79,saint-sylvain-d-anjou,Saint-sylvain-d'anjou
7626,51,bard-le-regulier,Bard-le-regulier
423,32,licy-clignon,Licy-clignon
10713,58,montharville,Montharville
20754,84,manonville,Manonville
22783,89,auberchicourt,Auberchicourt
26236,94,montfort-64,Montfort
23823,90,rhuis,Rhuis
8453,54,faux-24,Faux
1844,35,nevache,Nevache
26413,94,laas-64,Laas
14930,69,pillemoine,Pillemoine
2173,37,saint-etienne-de-fontbellon,Saint-etienne-de-fontbellon
27749,98,berrwiller,Berrwiller
33046,110,ennemain,Ennemain
20979,85,sampigny,Sampigny
34637,118,senonges,Senonges
19153,81,lagery,Lagery
12619,63,maransin,Maransin
20863,84,ville-en-vermois,Ville-en-vermois
12286,62,monbrun,Monbrun
33413,112,saint-aignan-82,Saint-aignan
10914,59,beuzec-cap-sizun,Beuzec-cap-sizun
12625,63,tizac-de-curton,Tizac-de-curton
13458,65,guipel,Guipel
893,32,brasles,Brasles
13217,64,merifons,Merifons
33951,115,bernardiere,La bernardiere
36143,125,champagne-sur-oise,Champagne-sur-oise
101,31,chateau-gaillard,Chateau-gaillard
35363,119,molay-89,Molay
19268,81,binson-et-orquigny,Binson-et-orquigny
35385,119,sainpuits,Sainpuits
243,31,neyrolles,Les neyrolles
978,32,aubigny-aux-kaisnes,Aubigny-aux-kaisnes
26566,95,semeac,Semeac
36471,5974,furiani,Furiani
7298,51,santenay-21,Santenay
14883,69,vaux-les-saint-claude,Vaux-les-saint-claude
16886,75,dordives,Dordives
22318,87,merten,Merten
24620,92,mericourt-62,Mericourt
2352,37,etables,Etables
10129,57,manthelon,Manthelon
5412,45,prunet-15,Prunet
12928,63,uzeste,Uzeste
20839,84,domprix,Domprix
21668,87,beyren-les-sierck,Beyren-les-sierck
23681,90,saint-martin-longueau,Saint-martin-longueau
15523,70,capbreton,Capbreton
1922,35,chanousse,Chanousse
3622,40,villadin,Villadin
6910,49,saint-etienne-aux-clos,Saint-etienne-aux-clos
13538,65,ville-es-nonais,La ville-es-nonais
35312,119,saint-sauveur-en-puisaye,Saint-sauveur-en-puisaye
3483,40,voigny,Voigny
6077,47,royan,Royan
24634,92,neuville-bourjonval,Neuville-bourjonval
34429,116,monthoiron,Monthoiron
20881,84,han-devant-pierrepont,Han-devant-pierrepont
7998,52,saint-adrien,Saint-adrien
23812,90,precy-sur-oise,Precy-sur-oise
28533,100,fondremand,Fondremand
4927,44,vaux-sur-seulles,Vaux-sur-seulles
20325,84,domevre-en-haye,Domevre-en-haye
26966,96,estavar,Estavar
13145,64,peret,Peret
31688,107,tombe,La tombe
4426,43,boulbon,Boulbon
32030,109,fressines,Fressines
4594,44,bavent,Bavent
26644,95,aureilhan-65,Aureilhan
16121,72,changy-42,Changy
27849,98,vieux-thann,Vieux-thann
5668,46,guizengeard,Guizengeard
26723,95,anla,Anla
4984,44,perigny-14,Perigny
19295,81,vauciennes-51,Vauciennes
10915,59,plouedern,Plouedern
12979,63,madirac,Madirac
15225,69,ney,Ney
35536,119,ormoy-89,Ormoy
23426,90,roberval,Roberval
16239,72,saint-cyr-les-vignes,Saint-cyr-les-vignes
26198,94,ispoure,Ispoure
33150,111,lacougotte-cadoul,Lacougotte-cadoul
6519,48,saint-saturnin-18,Saint-saturnin
33628,113,pradet,Le pradet
3661,40,montieramey,Montieramey
10768,58,bleury,Bleury
11486,60,aujargues,Aujargues
12838,63,ares,Ares
26774,95,soulom,Soulom
1072,32,trosly-loire,Trosly-loire
29408,101,toulon-sur-arroux,Toulon-sur-arroux
22691,89,bergues,Bergues
33729,114,caromb,Caromb
15119,69,andelot-morval,Andelot-morval
35442,119,sementron,Sementron
